id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What is the type of structure of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?(Ex: 9.00A.M-5.A.M),What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage?,Are there toilets available seperately as per gender?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from the facility?,What are the other mechanism used to discard the waste?,Are the premises cleaned with disinfectant regularly?,How frequently are the premises cleaned with disinfectant in a week?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity?,What is the number with STD Code?,Do you have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records?,What is the other recording mechanism?,What are the areas you get support from government agencies?,Where do you majorly get textbooks for educational purposes?,What other places do you get textbooks from?,Where do you get the curriculum for classes and educational programs?,What other places do you get textbooks from?,Are you using digital tools for your operations?,For what purpose are you using these?,Are there checkups or medical facilities available?,What is the frequency of these checkups?,Are there any meals served?,Is the nutritional value monitored?,Is there presence of any recreational/playing material for the kids?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,Does the institute have a hall or auditorium?,How many seats are there?,Which labs are present in the institute?,Does the institute have a designated library?,How many people are students at this asset?,Apart from academics what are the co-curricular activities available for students ?,What is the percentage of drop-outs?,What is the reason for dropouts?,What is the reason for dropouts?,What is the reason for dropouts?,What is the reason for dropouts?,Are there any disaster management courses or drills practice at the institute?,"Is this a primary, secondary, or senior secondary school?",Are there any counselors at this institute?,Do parent-teacher meetings take place?,How often do parent-teacher meetings occur?,Does the institute require uniforms?,Are the teachers certified?,How frequently does the teacher trainer visit the school?,Which Board/University is this school affiliated with?,Which other board/university is this institute affiliated with?
879,2019-02-13 06:37:59,Education,Schools,karik tamuk,Government,In Use,East Siang,Oyan,Sika Bamin,27.91145,95.34326,Rejected,https://smartvillage.imagetrekk.com/storage/images/M8PhbnU8LpECprKOB8XkKaVJUwXe6HhUrIyhHlyq.jpeg?asset_id=879,"Toilet, secondary school sika bamin village",5,Pakka Road,6,0,4G+ Reliable,"[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",860,9.00A.M-2.00P.M,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday "",""Sunday""]",13,2,Ground Water,,Yes,No,Yes,Yes,Burnt within the premises,,Yes,4,Yes,9,Kerosene Generator,2,2,2,2,2,2,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,Yes,"[""Book Keeping "",""Digital Learning (projectors, tvs, etc.) ""]",Yes,Less than once a year,Yes,Yes,No,None,9,No,,"[""None ""]",No,162,"[""Sports ""]",10-20%,"[""Parallel Studies "",""Lack of Awareness ""]","[""Parallel Studies "",""Lack of Awareness ""]","[""Parallel Studies "",""Lack of Awareness ""]","[""Parallel Studies "",""Lack of Awareness ""]",No,Secondary,No,Yes,Once a year,Yes,Yes,Not fixed,CBSE,
881,2019-02-13 06:54:12,Education,Schools,samcha zongsam,Government,In Use,Changlang,Changlang,Ngaichang,27.12272,95.7348,Approved,https://smartvillage.imagetrekk.com/storage/images/4E56KZOvsdAr65hh7WoIHeoY7QOALGM4j58BwlXE.jpeg?asset_id=881,Maintanance Needed,2,Footway,6,0,3G Reliable,"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",100,9 .00AM to 1.00 PM,"[""Friday "",""Thursday "",""Wednesday "",""Monday "",""Tuesday "",""Saturday ""]",3,0,Tap Water from Government,,Yes,Yes,No,No,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support"",""Technical Support ""]",Government Agency,,Government Agency,,No,,No,,Yes,Yes,No,None,5,No,,"[""None ""]",No,35,"[""Sports ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,No,Yes,More than 3 times a year,Yes,Yes,Not fixed,CBSE,
902,2019-02-13 07:52:48,Education,Schools,pema ledan thungon,Government,In Use,West Kameng,Singchung,Singchung,27.2002,92.47478,Approved,https://smartvillage.imagetrekk.com/storage/images/06UauH2yDIXSHdjflqNuZDiyOMWB3fxMzO42UisR.jpeg?asset_id=902,"Higher secondary school singchung academic, infrastructure over all in a good condition need of a boundary wall",5,Pakka Road,1,0,4G+ Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",12000,8:30 am - 3:30pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",17,7,Tap Water from Government,,Yes,Yes,Yes,Yes,None,,Yes,1,No,,None,,,,,,,No,,No,,Digital Records - Using Computer/Mobile,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,No,,Yes,Yes,Yes,Off-site Residential Areas,16,No,,"[""Computers ""]",Yes,274,"[""Sports ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Senior Secondary,No,Yes,Thrice a year,Yes,Yes,Not fixed,CBSE,
919,2019-02-13 09:28:50,Education,Schools,makba nasi,Private,In Use,Tirap,Khonsa,Kheti,26.97226,95.50591,Approved,https://smartvillage.imagetrekk.com/storage/images/bVVMbKDlzfqgidfF6xDLB1t2nups4WiI9ieR7jO3.jpeg?asset_id=919,Don Bosco School Kheti,1,Pakka Road,0,0,4G+ Reliable,"[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",36475,8.40am2.30pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",14,0,Ground Water,,Yes,Yes,Yes,No,Burnt within the premises,,Yes,6,Yes,2,Invertor,12,12,12,12,12,12,No,,No,,Digital Records - Online,,"[""None""]",None,,Self-created,,Yes,"[""Others""]",Yes,Not fixed,Yes,No,Yes,Dormitories,9,No,,"[""Computers ""]",Yes,360,"[""Sports "",""Dance "",""Art "",""Other ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",Yes,Secondary,No,Yes,Once a year,Yes,Yes,Not fixed,ICSE,
954,2019-02-13 18:35:07,Education,Schools,undefined,Government,In Use,Papumpare,Naharlagun,Borum,27.11042,93.71172,Rejected,https://smartvillage.imagetrekk.com/storage/images/JNIZrwEjlL4saStVxlVVSGEkY8exGwo3iTVJfDtW.jpeg?asset_id=954,-,1,Pakka Road,1.5,0,4G Unreliable,"[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",256,0:0 to 0:0,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",12,2,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,3,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Self-created,,No,,No,,Yes,Yes,No,None,10,No,,"[""None ""]",No,23,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Parallel Studies ""]","[""Parallel Studies ""]","[""Parallel Studies ""]","[""Parallel Studies ""]",No,Primary,No,Yes,Once a year,Yes,Yes,Less than once a year,CBSE,
1024,2019-02-15 04:58:01,Education,Schools,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.90712,95.29882,Rejected,https://smartvillage.imagetrekk.com/storage/images/Xzj2z07Az90RUUuEgIdaw0fZHmcDVojmSRPrF9ub.jpeg?asset_id=1024,done,1,Kacha Road,0,0,4G+ Reliable,"[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None ""]",1,9.00-2.30p.m,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",5,5,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,No,,Yes,Yes,Yes,None,5,No,,"[""None ""]",No,66,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",Yes,Primary,No,Yes,Twice a year,Yes,Yes,Once in 6-9 Months,Others,annual exam S.A2
1029,2019-02-15 05:50:14,Education,Schools,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.90712,95.29882,Approved,https://smartvillage.imagetrekk.com/storage/images/pm19OWyj6NgrcVIlSQTnMpmJP3QYfif9rJRKGnuF.jpeg?asset_id=1029,done,1,Kacha Road,0,0,4G+ Reliable,"[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None ""]",1,9.00-2.30p.m,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",5,5,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,No,,Yes,Yes,Yes,None,5,No,,"[""None ""]",No,66,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",Yes,Primary,No,Yes,Twice a year,Yes,Yes,Once in 6-9 Months,Others,annual exam S.A2
1047,2019-02-15 06:54:05,Education,Schools,ainai mize,Private,In Use,East Siang,Oyan,Oyan Village,27.87127,95.32921,Rejected,https://smartvillage.imagetrekk.com/storage/images/MJeGQqax88hT5THr2BRpcY4QiaM3CxkRnZY43U0u.jpeg?asset_id=1047,v.k.v school oyan government added.,1,Pakka Road with Block Point,1,1,4G+ Reliable,"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",121405,8.30A.M -1.30P.M,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",15,10,Ground Water,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,1,No,,Diesel Generator,4,4,4,4,4,4,Yes,368,Yes,4,Digital Records - Using Computer/Mobile,,"["" Financial Support""]",None,,Government Agency,,Yes,"[""Book Keeping "",""Communication"",""Digital Learning (projectors, tvs, etc.) ""]",Yes,Once in 9-12Months,Yes,Yes,Yes,Dormitories,10,Yes,200,"[""Computers "",""Science "",""Maths ""]",Yes,392,"[""Sports "",""Art "",""Other ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Secondary,No,Yes,Twice a year,Yes,Yes,Not fixed,CBSE,
1071,2019-02-15 10:11:21,Education,Schools,bini yabi,Private,In Use,East Siang,Oyan,Sille Village,27.90271,95.30097,Rejected,https://smartvillage.imagetrekk.com/storage/images/nfCPdlxKHch0cJ7aqcTCtyJpCnbiYplau7agOTed.jpeg?asset_id=1071,testing app working in home,3,Kacha Road,0,2,4G+ Reliable,"[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/Fencing ""]",8000,8.00A.M-1.30P.M,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",13,5,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Local Supplier,,Local Supplier,,No,,No,,No,,Yes,Dormitories,15,No,,"[""Computers ""]",No,65,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",No,Primary,No,Yes,Twice a year,Yes,Yes,Once in 6-9 Months,CBSE,
1164,2019-02-15 14:11:23,Education,Schools,nabam dimin,Government,In Use,Lower Subansiri,Yachuli,Yoglo,27.5143,93.69996,Approved,https://smartvillage.imagetrekk.com/storage/images/LJKdD1y30sGdpP83Qo9W7z9CO0VMcjuVFHXhWf70.jpeg?asset_id=1164,under maintaince,2,Kacha Road,0.5,0,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",1600,9.30AM-2.00PM,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",2,0,Spring Water,,Yes,Yes,No,No,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Self-created,,No,,No,,No,,No,None,2,No,,"[""None ""]",No,30,"[""None""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Primary,No,Yes,Once a year,Yes,Yes,Not fixed,CBSE,
1169,2019-02-16 04:10:36,Education,Schools,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.89606,95.30926,Approved,https://smartvillage.imagetrekk.com/storage/images/8Lo3sN8sQGPetkbTheU4JxOoFQpcDGXDWS6NJ86b.jpeg?asset_id=1169,sille middle school,1,Kacha Road,0,0,4G+ Reliable,"[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/Fencing ""]",6750,9.00a.m-3.00p.m,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",8,0,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Government Agency,,Government Agency,,No,,Yes,Once in 6-9 Months,Yes,Yes,No,None,8,No,,"[""None ""]",No,8,"[""Sports ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",No,Primary,No,Yes,More than 3 times a year,Yes,Yes,Once in 6-9 Months,CBSE,
1171,2019-02-16 04:39:23,Education,Schools,panwang wangsa,Government,In Use,Tirap,Khonsa,Kaimoi,27.04024,95.49955,Approved,https://smartvillage.imagetrekk.com/storage/images/Ql5tBJv6ZeOxCSYDATRHrueUTz9jnl4dncF24Zb8.jpeg?asset_id=1171,middle school Kaimai in use 7,10,Kacha Road,3,0,4G+ Reliable,"[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",250,9.00-1.00,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",4,0,Tap Water from Government,,Yes,No,No,No,Discarded in Open Field,,No,,Yes,3,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Others""]",Government Agency,,Government Agency,,No,,No,,Yes,Yes,No,None,4,No,,"[""None ""]",Yes,35,"[""None""]",10-20%,"[""Parallel Studies ""]","[""Parallel Studies ""]","[""Parallel Studies ""]","[""Parallel Studies ""]",No,Primary,No,Yes,Once a year,Yes,Yes,Not fixed,CBSE,
1189,2019-02-16 05:39:31,Education,Schools,bini yabi,Private,In Use,East Siang,Oyan,Sille Village,27.90411,95.29993,Approved,https://smartvillage.imagetrekk.com/storage/images/desLkfq5aAHCqwkvBo5j43aisJte0vp6ilusBVbF.jpeg?asset_id=1189,private - gerizim english school,3,Kacha Road,0,1,4G+ Reliable,"[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/Fencing ""]",8000,9.00a.m-1.30p.m,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",13,6,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,Diesel Generator,4,4,4,4,4,4,No,,No,,Traditional Book Keeping,,"[""Others""]",Local Supplier,,Local Supplier,,No,,Yes,Once in 3-6 Months,No,,No,Dormitories,10,No,,"[""Computers ""]",No,10,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",No,Primary,No,Yes,Once a year,Yes,Yes,Not fixed,CBSE,
1194,2019-02-16 06:09:29,Education,Schools,lancy padung,Government,In Use,East Siang,Pasighat,Balek,28.06125,95.28793,Approved,https://smartvillage.imagetrekk.com/storage/images/rTAhX9r4hWn3Aba5DQKA8EsdnfrKYRI1yHe1YwsP.jpeg?asset_id=1194,good,1,Pakka Road,2,0,4G Unreliable,"[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",10.8,8:45A.M-2:30P.M,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",15,5,Others,,No,,,,Burnt within the premises,,No,,Yes,0,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Government Agency,,Self-created,,No,[],Yes,Not fixed,Yes,Yes,No,Dormitories,5,No,,"[""Science ""]",Yes,128,"[""Sports "",""Dance "",""Other ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Secondary,No,Yes,Once a year,Yes,Yes,Not fixed,CBSE,
1195,2019-02-16 06:13:04,Education,Schools,ainai mize,Private,In Use,East Siang,Oyan,Oyan Village,27.88356,95.31418,Approved,https://smartvillage.imagetrekk.com/storage/images/IOl0GlQQitpts0edqe5hqVRHubTXBu510yj70Y0y.jpeg?asset_id=1195,G.N.M Private English Medium School Oyan.,1,Pakka Road,0,2,4G+ Reliable,"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/Fencing ""]",500,8:30am - 1:30pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",12,8,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,2,No,,Invertor,3,3,3,3,3,3,No,,No,,Traditional Book Keeping,,"[""None""]",None,,Self-created,,No,,Yes,Once in 9-12Months,No,,Yes,Dormitories,10,No,,"[""None ""]",No,260,"[""Sports ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Primary,No,Yes,Twice a year,Yes,Yes,Once in 9-12Months,Others,Summative Assessment
1246,2019-02-17 05:52:12,Education,Schools,nemcha nyoungja,Government,In Use,Changlang,Changlang,Changlang (CT),27.14391,95.73836,Approved,https://smartvillage.imagetrekk.com/storage/images/A81Nq7FLw0f4wQvvafEAHyDI9ZyCYX2RidPlQu8Z.jpeg?asset_id=1246,Village name is Old Changlang(School),1,Footway,2,0,4G+ Reliable,"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",600,9.00 am - 1.00 pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",4,1,Tap Water from Government,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,6,Yes,3,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,Yes,Once in 9-12Months,Yes,Yes,No,None,7,No,,"[""None ""]",No,25,"[""Sports "",""Art ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",Yes,Primary,No,Yes,Once a year,Yes,Yes,Once in 9-12Months,CBSE,
1253,2019-02-18 04:48:15,Education,Schools,nong tayeng,Government,In Use,East Siang,Mebo,Mebo,28.17299,95.40278,Approved,https://smartvillage.imagetrekk.com/storage/images/frWDN4K8a7nvlrUaQvPniaXeFZXyJP0M3hTwzR5H.jpeg?asset_id=1253,"collected correct information from head teacher govt primary school langko, mebo",1,Kacha Road,1.5,0,4G+ Reliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/Fencing ""]",33938,9.00 AM – 4.00 PM,"[""Monday ""]",6,0,Tap Water from Government,,Yes,Yes,Yes,No,Discarded in Govt. designated sites,,Yes,1,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,Yes,Less than once a year,Yes,Yes,No,None,5,No,,"[""None ""]",No,53,"[""Sports ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",Yes,Primary,Yes,Yes,Twice a year,Yes,Yes,Once in 6-9 Months,CBSE,
1255,2019-02-18 05:26:55,Education,Schools,nong tayeng,Government,In Use,East Siang,Mebo,Mebo,28.16998,95.41498,Approved,https://smartvillage.imagetrekk.com/storage/images/1Hr0OpnNAaxa1oP3qrLMKkZtWjdUl3fAo2mqiGfF.jpeg?asset_id=1255,collected correct information from Shri Anand Thakur teacher govt upper primary school mebo,1,Kacha Road,0.5,0,4G+ Reliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",6361.15,9.00 AM - 3.30PM,"[""Monday ""]",11,1,Tap Water from Government,,Yes,Yes,Yes,No,Burnt within the premises,,Yes,7,Yes,2,Kerosene Generator,2,2,2,2,2,2,No,,Yes,0.5,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,Yes,Once in 3-6 Months,Yes,Yes,No,Dormitories,8,No,,"[""None ""]",No,131,"[""Sports ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",Yes,Primary,Yes,Yes,Twice a year,Yes,Yes,Once in 6-9 Months,CBSE,
